Passenger ID;First Name;Last Name;Gender;Age;Nationality;Airport Name;Airport Country Code;Country Name;Airport Continent;Continents;Departure Date;Arrival Airport;Pilot Name;Flight Status;Ticket Type;Passenger Status
lQrBOP;Magdalene;Longstaffe;Female;25;Thailand;Alluitsup Paa Heliport;GL;Greenland;EU;Europe;10/15/2022;LLU;Magdalene Longstaffe;On Time;Business;On Time
XE0Cy6;Althea;Dunseath;Female;69;Indonesia;Vallenar Airport;CL;Chile;SAM;South America;7/24/2022;VLR;Althea Dunseath;Delayed;Business;On Time
NiSVFC;Elvis;Hazley;Male;89;China;Florence Municipal Airport;US;United States;NAM;North America;7/10/2022;FMU;Elvis Hazley;On Time;Business;On Time
iM6h4k;Renault;Collopy;Male;84;Indonesia;Jos? Leonardo Chirinos Airport;VE;Venezuela, Bolivarian Republic of;SAM;South America;11/24/2022;CZE;Renault Collopy;Delayed;Business;On Time
T6K1fS;Erl;Gounod;Male;62;Indonesia;Chevery Airport;CA;Canada;NAM;North America;3/15/2022;YHR;Erl Gounod;Delayed;Business;On Time
oGa2yK;Aviva;Sallowaye;Female;40;Czech Republic;Luang Namtha Airport;LA;Lao People's Democratic Republic;AS;Asia;3/28/2022;LXG;Aviva Sallowaye;Cancelled;Business;On Time
jp5DSv;Barthel;Been;Male;67;Poland;??rnak ?erafettin El?i Airport;TR;Turkey;AS;Asia;7/27/2022;NKT;Barthel Been;Delayed;Business;On Time
p8F0fP;Cassandra;Liley;Female;62;Indonesia;El Dorado International Airport;CO;Colombia;SAM;South America;8/14/2022;BOG;Cassandra Liley;Delayed;Business;On Time
kbitx6;Malory;Tackley;Female;9;Netherlands;Syangboche Airport;NP;Nepal;AS;Asia;9/11/2022;SYH;Malory Tackley;Delayed;Business;On Time
QU3rQw;Leese;Oldfield-Cherry;Female;40;China;Geraldton Airport;AU;Australia;OC;Oceania;11/24/2022;GET;Leese Oldfield-Cherry;On Time;Business;On Time
WlJwWh;Tommie;Cowhig;Male;9;Japan;Inishmore Aerodrome;IE;Ireland;EU;Europe;3/12/2022;IOR;Tommie Cowhig;Cancelled;Business;On Time
SEs2AG;Korrie;Perryman;Female;12;Burkina Faso;President Obiang Nguema International Airport;GQ;Equatorial Guinea;AF;Africa;6/27/2022;GEM;Korrie Perryman;On Time;Business;On Time
Ut7d8S;Regine;Pavis;Female;12;Poland;Professor Urbano Ernesto Stumpf Airport;BR;Brazil;SAM;South America;11/22/2022;SJK;Regine Pavis;On Time;Business;On Time
wqY4N7;Martynne;Weatherhead;Female;44;Indonesia;Coen Airport;AU;Australia;OC;Oceania;12/9/2022;CUQ;Martynne Weatherhead;On Time;Business;On Time
RJa01K;Dix;Capener;Female;73;China;Weedon Field;US;United States;NAM;North America;7/19/2022;EUF;Dix Capener;Delayed;Business;On Time
JM2xif;Janella;Illem;Female;33;Poland;Leron Plains Airport;PG;Papua New Guinea;OC;Oceania;12/8/2022;LPN;Janella Illem;Cancelled;Business;On Time
5BVYAV;Waring;Heap;Male;78;New Caledonia;Greenvale Airport;AU;Australia;OC;Oceania;2/18/2022;GVP;Waring Heap;Cancelled;Business;On Time
FHTaoQ;Winfred;Klimuk;Male;16;Brazil;South Bend Regional Airport;US;United States;NAM;North America;3/10/2022;SBN;Winfred Klimuk;Cancelled;Business;On Time
PMv5Dt;Morissa;Gorman;Female;40;Poland;Warwick Airport;AU;Australia;OC;Oceania;6/26/2022;WAZ;Morissa Gorman;Delayed;Business;On Time
nDG3st;Verina;Brauner;Female;67;China;Bemolanga Airport;MG;Madagascar;AF;Africa;5/29/2022;BZM;Verina Brauner;On Time;Business;On Time
mx6PQb;Merrily;Gheeorghie;Female;59;France;Al Thaurah Airport;SY;Syrian Arab Republic;AS;Asia;5/4/2022;SOR;Merrily Gheeorghie;On Time;Business;On Time
FYDJip;Demetra;Matchitt;Female;56;China;Helenvale Airport;AU;Australia;OC;Oceania;9/2/2022;HLV;Demetra Matchitt;On Time;Business;On Time
tni2TY;Bone;Spark;Male;81;Colombia;Soalala Airport;MG;Madagascar;AF;Africa;7/13/2022;DWB;Bone Spark;Cancelled;Business;On Time
0WjGcM;Reinhold;Chuck;Male;66;Japan;Churchill Falls Airport;CA;Canada;NAM;North America;12/16/2022;ZUM;Reinhold Chuck;Delayed;Business;On Time
zshskS;Jsandye;Baumann;Female;90;Brazil;Peawanuck Airport;CA;Canada;NAM;North America;2/3/2022;YPO;Jsandye Baumann;On Time;Business;On Time
gZfErw;Wiatt;Pothbury;Male;40;El Salvador;Gewayentana Airport;ID;Indonesia;AS;Asia;7/10/2022;LKA;Wiatt Pothbury;On Time;Business;On Time
R2A3zY;Salomone;Sandal;Male;79;Pakistan;Inhaminga Airport;MZ;Mozambique;AF;Africa;3/30/2022;IMG;Salomone Sandal;Cancelled;Business;On Time
C8QVZ8;Reynolds;Chisnall;Male;87;China;Kenora Airport;CA;Canada;NAM;North America;10/4/2022;YQK;Reynolds Chisnall;Cancelled;Business;On Time
wXEKsk;Sayres;Ciardo;Male;52;Sweden;Omora Airport;PG;Papua New Guinea;OC;Oceania;10/25/2022;OSE;Sayres Ciardo;Delayed;Business;On Time
hptSDk;Elbert;Domino;Male;29;Slovenia;Tsaratanana Airport;MG;Madagascar;AF;Africa;12/23/2022;TTS;Elbert Domino;Cancelled;Business;On Time
wmat1M;Janenna;Itchingham;Female;33;Belarus;Greenville Downtown Airport;US;United States;NAM;North America;5/27/2022;GMU;Janenna Itchingham;On Time;Business;On Time
vmlVLX;Cecil;Climson;Male;75;Japan;Caraj?s Airport;BR;Brazil;SAM;South America;1/10/2022;CKS;Cecil Climson;On Time;Business;On Time
fe9z5i;Biron;Huckett;Male;40;Indonesia;Uige Airport;AO;Angola;AF;Africa;1/14/2022;UGO;Biron Huckett;On Time;Business;On Time
6BHaMy;Danielle;Domenge;Female;37;China;Shepparton Airport;AU;Australia;OC;Oceania;11/16/2022;SHT;Danielle Domenge;Cancelled;Business;On Time
MlAXip;Alejandra;Dykins;Female;61;China;Pomala Airport;ID;Indonesia;AS;Asia;8/5/2022;PUM;Alejandra Dykins;On Time;Business;On Time
RGKigk;Dallis;Wrench;Male;5;China;Swift Current Airport;CA;Canada;NAM;North America;10/21/2022;YYN;Dallis Wrench;On Time;Business;On Time
hGA3bS;Thorpe;Dallison;Male;2;Portugal;Noshahr Airport;IR;Iran, Islamic Republic of;AS;Asia;10/16/2022;NSH;Thorpe Dallison;Delayed;Business;On Time
FU2CUv;Jodie;Sobczak;Female;48;Cambodia;Modlin Airport;PL;Poland;EU;Europe;9/17/2022;WMI;Jodie Sobczak;Cancelled;Business;On Time
MhdJxF;Wesley;Challice;Male;42;Mexico;Bapi Airstrip;PG;Papua New Guinea;OC;Oceania;1/28/2022;BPD;Wesley Challice;Cancelled;Business;On Time
RYuxVI;Dionysus;Skehens;Male;7;Russia;Jasper County Airport;US;United States;NAM;North America;10/15/2022;RNZ;Dionysus Skehens;Delayed;Business;On Time
8fKQOL;Urbain;Lampert;Male;40;China;Zvartnots International Airport;AM;Armenia;AS;Asia;5/24/2022;EVN;Urbain Lampert;On Time;Business;On Time
FUOZSe;Dimitri;Klimkov;Male;5;Peru;Manatee Airport;BZ;Belize;NAM;North America;9/18/2022;MZE;Dimitri Klimkov;Delayed;Business;On Time
vtLP4n;Luis;Guyton;Male;13;Colombia;Burwash Airport;CA;Canada;NAM;North America;8/22/2022;YDB;Luis Guyton;Delayed;Business;On Time
EyTl1k;Alana;Sealeaf;Female;37;France;Mitchell Municipal Airport;US;United States;NAM;North America;6/14/2022;MHE;Alana Sealeaf;Delayed;Business;On Time
N6Tit4;Sargent;McWilliams;Male;30;Czech Republic;Sri Guru Ram Dass Jee International Airport;IN;India;AS;Asia;8/11/2022;ATQ;Sargent McWilliams;Cancelled;Business;On Time
jPvShg;Nikolos;Craggs;Male;80;Angola;Lianshui Airport;CN;China;AS;Asia;8/24/2022;HIA;Nikolos Craggs;Delayed;Business;On Time
RxgXW1;Lockwood;Torricina;Male;33;Russia;Adampur Airport;IN;India;AS;Asia;4/19/2022;AIP;Lockwood Torricina;Delayed;Business;On Time
pxFClc;Allix;Sancraft;Female;56;Poland;Essex County Airport;US;United States;NAM;North America;1/23/2022;CDW;Allix Sancraft;On Time;Business;On Time
00tZl7;Will;Heisham;Male;64;China;Burlington International Airport;US;United States;NAM;North America;10/24/2022;BTV;Will Heisham;On Time;Business;On Time
5aee5S;Colas;Domico;Male;37;China;Central Airport;US;United States;NAM;North America;12/1/2022;CEM;Colas Domico;On Time;Business;On Time
7vbILJ;Gannon;Lievesley;Male;90;Indonesia;Bedwell Harbour Seaplane Base;CA;Canada;NAM;North America;1/15/2022;YBW;Gannon Lievesley;On Time;Business;On Time
rWAWcC;Eberto;Tuppeny;Male;6;China;Antonio Rivera Rodriguez Airport;PR;Puerto Rico;NAM;North America;3/28/2022;VQS;Eberto Tuppeny;Cancelled;Business;On Time
VSrzRT;Almire;Penhalurick;Female;89;Indonesia;Lai Airport;TD;Chad;AF;Africa;4/25/2022;LTC;Almire Penhalurick;Cancelled;Business;On Time
vBiVpM;Gena;Redemile;Female;53;Indonesia;Coastal Carolina Regional Airport;US;United States;NAM;North America;4/3/2022;EWN;Gena Redemile;Delayed;Business;On Time
xxzVDt;Hadria;Housden;Female;27;United Kingdom;Belaga Airport;MY;Malaysia;AS;Asia;3/5/2022;BLG;Hadria Housden;On Time;Business;On Time
x93OjY;Emmi;Judson;Female;44;Poland;Port Hardy Airport;CA;Canada;NAM;North America;12/28/2022;YZT;Emmi Judson;On Time;Business;On Time
ZUpbdD;Holden;Westrope;Male;55;Indonesia;Drummond Island Airport;US;United States;NAM;North America;6/18/2022;DRE;Holden Westrope;Cancelled;Business;On Time
Pet8Bo;Kalvin;Teliga;Male;49;Indonesia;Thornhill Air Base;ZW;Zimbabwe;AF;Africa;4/18/2022;GWE;Kalvin Teliga;Cancelled;Business;On Time
xmHDen;Gal;Braun;Male;35;Ukraine;Tennant Creek Airport;AU;Australia;OC;Oceania;7/28/2022;TCA;Gal Braun;Delayed;Business;On Time
L6K0YI;Aarika;Pretor;Female;77;Poland;Martubah Airport;LY;Libya;AF;Africa;6/7/2022;DNF;Aarika Pretor;Delayed;Business;On Time
Xydn0C;Corbie;Andriesse;Male;44;Mongolia;Taoxian Airport;CN;China;AS;Asia;12/12/2022;SHE;Corbie Andriesse;Delayed;Business;On Time
UnwIHw;Leicester;Sugar;Male;78;China;Hazleton Municipal Airport;US;United States;NAM;North America;4/8/2022;HZL;Leicester Sugar;Cancelled;Business;On Time
K6SH98;Eveleen;Marchington;Female;47;Russia;Ad?yaman Airport;TR;Turkey;AS;Asia;3/24/2022;ADF;Eveleen Marchington;Cancelled;Business;On Time
vSPPkP;Ave;Nance;Male;16;Venezuela;Robert Gabriel Mugabe International Airport;ZW;Zimbabwe;AF;Africa;10/18/2022;HRE;Ave Nance;Delayed;Business;On Time
h1mz9t;Evelyn;Rawe;Female;34;Japan;Dupage Airport;US;United States;NAM;North America;5/19/2022;DPA;Evelyn Rawe;Cancelled;Business;On Time
4PPn89;Lorilee;Kynforth;Female;19;China;Charlotte County Airport;US;United States;NAM;North America;6/17/2022;PGD;Lorilee Kynforth;Cancelled;Business;On Time
1vzECg;Leisha;Spellman;Female;45;Slovenia;Conklin (Leismer) Airport;CA;Canada;NAM;North America;8/27/2022;CFM;Leisha Spellman;On Time;Business;On Time
2tQC50;Trenton;Jewer;Male;57;Ethiopia;Yinchuan Hedong International Airport;CN;China;AS;Asia;9/9/2022;INC;Trenton Jewer;Cancelled;Business;On Time
baBQhI;Willette;McLinden;Female;83;Indonesia;San Fernando Airport;PH;Philippines;AS;Asia;1/2/2022;SFE;Willette McLinden;Delayed;Business;On Time
hEwA2k;Palmer;Gres;Male;36;Gabon;South Goulburn Is Airport;AU;Australia;OC;Oceania;6/25/2022;GBL;Palmer Gres;Cancelled;Business;On Time
3loZ2J;Magnum;Witcherley;Male;82;Netherlands;Kashan Airport;IR;Iran, Islamic Republic of;AS;Asia;8/25/2022;KKS;Magnum Witcherley;Cancelled;Business;On Time
GMc0F2;Son;Hinge;Male;8;Greece;Cengiz Topel Airport;TR;Turkey;AS;Asia;3/26/2022;KCO;Son Hinge;Delayed;Business;On Time
zMfHUF;David;De Angelo;Male;50;Indonesia;In Salah Airport;DZ;Algeria;AF;Africa;9/24/2022;INZ;David De Angelo;On Time;Business;On Time
b21mAn;Ilysa;Ilyushkin;Female;74;Norway;Haelogo Airport;PG;Papua New Guinea;OC;Oceania;4/16/2022;HEO;Ilysa Ilyushkin;Delayed;Business;On Time
d34Gte;Ulric;Caird;Male;82;Estonia;Lanzhou Zhongchuan Airport;CN;China;AS;Asia;10/4/2022;LHW;Ulric Caird;Delayed;Business;On Time
sWaTzr;Frans;Flobert;Male;61;Egypt;Samana El Portillo Airport;DO;Dominican Republic;NAM;North America;6/8/2022;EPS;Frans Flobert;Cancelled;Business;On Time
tLIUI9;Jaimie;Rigby;Male;23;Niger;Alexandria Homestead Airport;AU;Australia;OC;Oceania;5/15/2022;AXL;Jaimie Rigby;Cancelled;Business;On Time
inajLY;Kenon;Dysart;Male;13;China;Kalat Airport;PK;Pakistan;AS;Asia;2/3/2022;KBH;Kenon Dysart;On Time;Business;On Time
AQEib1;Thatcher;Adamkiewicz;Male;37;Colombia;Platov International Airport;RU;Russian Federation;EU;Europe;1/13/2022;ROV;Thatcher Adamkiewicz;Delayed;Business;On Time
ieTx3B;Harwell;Winters;Male;16;Greece;Napperby Airport;AU;Australia;OC;Oceania;11/13/2022;NPP;Harwell Winters;Delayed;Business;On Time
63WZKW;Dean;Flacknoe;Male;43;Mauritius;Stockholm-Arlanda Airport;SE;Sweden;EU;Europe;12/20/2022;ARN;Dean Flacknoe;Delayed;Business;On Time
Ufjmi0;Alvira;Ingleson;Female;44;China;Concord Municipal Airport;US;United States;NAM;North America;5/8/2022;CON;Alvira Ingleson;Delayed;Business;On Time
FatrZq;Marlon;Wannell;Male;7;China;Francisco Sarabia International Airport;MX;Mexico;NAM;North America;4/7/2022;TRC;Marlon Wannell;On Time;Business;On Time
n6wZ8S;Lilllie;Stenyng;Female;31;Philippines;Ugashik Airport;US;United States;NAM;North America;7/30/2022;UGS;Lilllie Stenyng;On Time;Business;On Time
Hn29Qc;Iggie;Churches;Male;78;Philippines;Corvo Airport;PT;Portugal;EU;Europe;6/25/2022;CVU;Iggie Churches;Cancelled;Business;On Time
Pc3rf9;Dicky;Sayburn;Male;82;Malta;Bartletts Airport;US;United States;NAM;North America;4/2/2022;BSZ;Dicky Sayburn;On Time;Business;On Time
C6wkf7;Nevins;Shillan;Male;15;Argentina;Hawkins Field;US;United States;NAM;North America;5/15/2022;HKS;Nevins Shillan;Delayed;Business;On Time
WmTY7Q;Desiri;Archer;Female;3;Mexico;L M Clayton Airport;US;United States;NAM;North America;7/7/2022;OLF;Desiri Archer;On Time;Business;On Time
PRPNCE;Eldon;McMichan;Male;61;China;Nyala Airport;SD;Sudan;AF;Africa;8/1/2022;UYL;Eldon McMichan;Cancelled;Business;On Time
64jl0s;Georgine;Tenbrug;Female;69;Indonesia;Kelanoa Airport;PG;Papua New Guinea;OC;Oceania;2/22/2022;KNL;Georgine Tenbrug;On Time;Business;On Time
juMRan;Herby;Maystone;Male;34;Dominican Republic;Surin Airport;TH;Thailand;AS;Asia;12/4/2022;PXR;Herby Maystone;Cancelled;Business;On Time
qualpd;Davy;Buffery;Male;78;Indonesia;O'Neal Airport;US;United States;NAM;North America;3/5/2022;OEA;Davy Buffery;Delayed;Business;On Time
D4yjnA;Tris;Gierke;Male;70;Indonesia;Loei Airport;TH;Thailand;AS;Asia;12/4/2022;LOE;Tris Gierke;Cancelled;Business;On Time
c5bhiq;Homer;Labbati;Male;62;United States;Beaumont Municipal Airport;US;United States;NAM;North America;7/9/2022;BMT;Homer Labbati;On Time;Business;On Time
PAqgnj;Hall;Primmer;Male;35;Argentina;Domingo Faustino Sarmiento Airport;AR;Argentina;SAM;South America;8/14/2022;UAQ;Hall Primmer;Cancelled;Business;On Time
PxR3qu;Larry;Rogan;Male;80;Philippines;Antonio Narino Airport;CO;Colombia;SAM;South America;4/5/2022;PSO;Larry Rogan;Cancelled;Business;On Time
y8H224;Beaufort;Davidsson;Male;56;Indonesia;Girua Airport;PG;Papua New Guinea;OC;Oceania;8/18/2022;PNP;Beaufort Davidsson;On Time;Business;On Time
7xy5SI;Anne;Brigman;Female;63;China;Helmuth Baungarten Airport;BR;Brazil;SAM;South America;9/10/2022;LOI;Anne Brigman;Cancelled;Business;On Time
r3YCli;Keane;Gueny;Male;81;Indonesia;Hornafj?r?ur Airport;IS;Iceland;EU;Europe;11/7/2022;HFN;Keane Gueny;On Time;Business;On Time
KEg9Qx;Valli;Leslie;Female;64;China;Victoria River Downs Airport;AU;Australia;OC;Oceania;1/13/2022;VCD;Valli Leslie;On Time;Business;On Time
J4nur8;Mildrid;Found;Female;64;Indonesia;Louis Trichardt Airport;ZA;South Africa;AF;Africa;2/20/2022;LCD;Mildrid Found;Delayed;Business;On Time
whM84M;Cherilyn;Bernardes;Female;74;New Zealand;Zumbi dos Palmares Airport;BR;Brazil;SAM;South America;6/16/2022;MCZ;Cherilyn Bernardes;Delayed;Business;On Time
r3tjqI;Elsa;Hillett;Female;81;Indonesia;Erzurum International Airport;TR;Turkey;AS;Asia;10/5/2022;ERZ;Elsa Hillett;On Time;Business;On Time
q5Esta;Putnem;Ehrat;Male;68;Mexico;Vorkuta Airport;RU;Russian Federation;AS;Asia;3/8/2022;VKT;Putnem Ehrat;Cancelled;Business;On Time
DbYLFS;Rheba;Wilbore;Female;45;Uganda;Crooked Creek Airport;US;United States;NAM;North America;6/3/2022;CKD;Rheba Wilbore;On Time;Business;On Time
D8qNBU;Suzy;Maitland;Female;31;Morocco;Chengjisihan Airport;CN;China;AS;Asia;7/13/2022;NZL;Suzy Maitland;Delayed;Business;On Time
tzuPhd;Israel;Knight;Male;90;Mongolia;LaGrange Callaway Airport;US;United States;NAM;North America;8/8/2022;LGC;Israel Knight;Cancelled;Business;On Time
vtmApG;Andy;Libreros;Male;59;North Korea;Takotna Airport;US;United States;NAM;North America;1/15/2022;TCT;Andy Libreros;Delayed;Business;On Time
hgoo3c;Randy;Kedwell;Male;31;Morocco;Watertown Regional Airport;US;United States;NAM;North America;5/11/2022;ATY;Randy Kedwell;Delayed;Business;On Time
LGzXlc;Meris;Ludy;Female;25;Syria;Atauro Airport;TL;Timor-Leste;AS;Asia;8/31/2022;AUT;Meris Ludy;Cancelled;Business;On Time
zMpRn2;Clarine;Densell;Female;39;Indonesia;Manumu Airport;PG;Papua New Guinea;OC;Oceania;11/12/2022;UUU;Clarine Densell;Delayed;Business;On Time
NvXCIR;Marinna;Florence;Female;45;Sweden;Rupsi India Airport;IN;India;AS;Asia;2/16/2022;RUP;Marinna Florence;On Time;Business;On Time
HgipoV;Antony;Bolduc;Male;44;Brazil;Olive Branch Airport;US;United States;NAM;North America;6/26/2022;OLV;Antony Bolduc;Cancelled;Business;On Time
vLKKjE;Thom;Sangra;Male;40;China;Xoxocotl?n International Airport;MX;Mexico;NAM;North America;12/29/2022;OAX;Thom Sangra;Cancelled;Business;On Time
P2IGmZ;Ailee;Maving;Female;56;Tanzania;Kunming Changshui International Airport;CN;China;AS;Asia;12/7/2022;KMG;Ailee Maving;Delayed;Business;On Time
bJuVWc;Mellicent;Landis;Female;44;Netherlands;Glen Innes Airport;AU;Australia;OC;Oceania;3/1/2022;GLI;Mellicent Landis;On Time;Business;On Time
mB9d4B;Heidie;Louca;Female;44;Sweden;Excursion Inlet Seaplane Base;US;United States;NAM;North America;5/4/2022;EXI;Heidie Louca;Delayed;Business;On Time
BqOm4M;Latrena;Croysdale;Female;16;Indonesia;Sidney - Richland Regional Airport;US;United States;NAM;North America;9/18/2022;SDY;Latrena Croysdale;Delayed;Business;On Time
Y5jMg3;Sharline;Douglass;Female;50;Bulgaria;Rome State Airport;US;United States;NAM;North America;4/1/2022;REO;Sharline Douglass;On Time;Business;On Time
Pi5Upq;Dick;Oakwell;Male;89;United Kingdom;Mojica Airport;CR;Costa Rica;NAM;North America;4/17/2022;CSC;Dick Oakwell;Delayed;Business;On Time
QDt5Ju;Dorey;Tomlinson;Male;70;France;Pl?cido de Castro Airport;BR;Brazil;SAM;South America;2/8/2022;RBR;Dorey Tomlinson;On Time;Business;On Time
DOrTFX;Lilas;Kilbride;Female;51;China;Sulphur Springs Municipal Airport;US;United States;NAM;North America;5/27/2022;SLR;Lilas Kilbride;On Time;Business;On Time
T0Bwz6;Joy;Tomczykowski;Female;80;Russia;Timber Creek Airport;AU;Australia;OC;Oceania;1/16/2022;TBK;Joy Tomczykowski;On Time;Business;On Time
qtaRVS;Orella;Brennan;Female;67;Ukraine;Clintonville Municipal Airport;US;United States;NAM;North America;4/28/2022;CLI;Orella Brennan;On Time;Business;On Time
YygF3G;Theodor;Nelhams;Male;64;China;Talhar Airport;PK;Pakistan;AS;Asia;11/14/2022;BDN;Theodor Nelhams;On Time;Business;On Time
IQS01s;Chico;Philipson;Male;71;Slovenia;Lumi Airport;PG;Papua New Guinea;OC;Oceania;6/17/2022;LMI;Chico Philipson;On Time;Business;On Time
kYNnjK;Shelton;Upward;Male;86;Portugal;Sikasso Airport;ML;Mali;AF;Africa;5/24/2022;KSS;Shelton Upward;Cancelled;Business;On Time
DVwzSQ;Drud;Soares;Male;49;Portugal;Muanda Airport;CD;Congo, The Democratic Republic of the;AF;Africa;6/4/2022;MNB;Drud Soares;On Time;Business;On Time
dMg73Y;Emmey;Brislan;Female;73;France;Jammu Airport;IN;India;AS;Asia;10/1/2022;IXJ;Emmey Brislan;Cancelled;Business;On Time
R2q083;Brook;Hartup;Male;19;Palestinian Territory;Oyem Airport;GA;Gabon;AF;Africa;6/24/2022;OYE;Brook Hartup;Delayed;Business;On Time
OhX7bm;Birdie;Eddies;Female;44;Portugal;Sim?n Bol?var International Airport;VE;Venezuela, Bolivarian Republic of;SAM;South America;9/13/2022;CCS;Birdie Eddies;On Time;Business;On Time
B2On4K;Earlie;Aiskovitch;Male;42;Philippines;Naval Air Station Key West/Boca Chica Field;US;United States;NAM;North America;8/20/2022;NQX;Earlie Aiskovitch;Delayed;Business;On Time
GqT80C;Krishnah;Arnke;Male;24;China;Jacmel Airport;HT;Haiti;NAM;North America;9/13/2022;JAK;Krishnah Arnke;On Time;Business;On Time
D1LsP3;Scottie;MacGregor;Male;43;Russia;Soummam Airport;DZ;Algeria;AF;Africa;9/17/2022;BJA;Scottie MacGregor;Delayed;Business;On Time
NFx3si;Ruttger;Gozney;Male;3;China;Dharavandhoo Airport;MV;Maldives;AS;Asia;7/6/2022;DRV;Ruttger Gozney;Cancelled;Business;On Time
76EMvM;Malia;Greedyer;Female;55;Philippines;Paiela Airport;PG;Papua New Guinea;OC;Oceania;1/7/2022;PLE;Malia Greedyer;Delayed;Business;On Time
8lWYOR;Jenna;Arrol;Female;51;Indonesia;Waukegan National Airport;US;United States;NAM;North America;8/22/2022;UGN;Jenna Arrol;Delayed;Business;On Time
xHhRtQ;Martguerita;Polgreen;Female;79;China;Orang Airport;KP;Korea, Democratic People's Republic of;AS;Asia;2/1/2022;RGO;Martguerita Polgreen;Delayed;Business;On Time
6Kban6;Rad;Dudson;Male;90;China;JAGS McCartney International Airport;TC;Turks and Caicos Islands;NAM;North America;6/29/2022;GDT;Rad Dudson;Cancelled;Business;On Time
h3vTZs;Lorelei;Bonett;Female;33;Mexico;Shangjie Airport;CN;China;AS;Asia;6/18/2022;HSJ;Lorelei Bonett;Cancelled;Business;On Time
UZIDx3;Powell;Smallman;Male;42;Botswana;Caleta Olivia Airport;AR;Argentina;SAM;South America;1/17/2022;CVI;Powell Smallman;Delayed;Business;On Time
H6ddEu;Teddi;Arsey;Female;20;Angola;Koro Island Airport;FJ;Fiji;OC;Oceania;1/18/2022;KXF;Teddi Arsey;Cancelled;Business;On Time
cStf15;Bertie;Lisciandri;Female;72;Brazil;Wantoat Airport;PG;Papua New Guinea;OC;Oceania;8/17/2022;WTT;Bertie Lisciandri;On Time;Business;On Time
UijtwW;Mia;Sorel;Female;12;Mexico;Pimaga Airport;PG;Papua New Guinea;OC;Oceania;6/14/2022;PMP;Mia Sorel;Delayed;Business;On Time
RUymhO;Herrick;Sahlstrom;Male;3;Portugal;Cooktown Airport;AU;Australia;OC;Oceania;12/2/2022;CTN;Herrick Sahlstrom;Cancelled;Business;On Time
q9JVH7;Harrison;Shivlin;Male;75;Philippines;Charlotte Amalie Harbor Seaplane Base;VI;Virgin Islands, U.S.;NAM;North America;1/22/2022;SPB;Harrison Shivlin;Cancelled;Business;On Time
dsTj4V;Lyon;Goodspeed;Male;63;Canada;Roosevelt Municipal Airport;US;United States;NAM;North America;9/1/2022;ROL;Lyon Goodspeed;On Time;Business;On Time
0eGqCK;Brock;Laurenson;Male;75;Japan;Takamatsu Airport;JP;Japan;AS;Asia;9/3/2022;TAK;Brock Laurenson;Cancelled;Business;On Time
FUveC6;Duffy;Duckers;Male;61;Philippines;Butare Airport;RW;Rwanda;AF;Africa;7/12/2022;BTQ;Duffy Duckers;Cancelled;Business;On Time
nNVsk0;Skelly;Lionel;Male;8;Argentina;Decatur Shores Airport;US;United States;NAM;North America;4/13/2022;DTR;Skelly Lionel;Delayed;Business;On Time
twCUYC;Hamish;Gow;Male;68;Philippines;Port Gentil Airport;GA;Gabon;AF;Africa;7/6/2022;POG;Hamish Gow;On Time;Business;On Time
lcfd3w;Karlis;Strippel;Male;75;China;Buckley Air Force Base;US;United States;NAM;North America;1/21/2022;BFK;Karlis Strippel;Cancelled;Business;On Time
0hWMWJ;Wendi;Bernon;Female;19;Sweden;Solano Airport;CO;Colombia;SAM;South America;1/3/2022;SQF;Wendi Bernon;On Time;Business;On Time
W1eAyM;Alis;Doogue;Female;11;Portugal;Teniente Av. Jorge Henrich Arauz Airport;BO;Bolivia, Plurinational State of;SAM;South America;12/16/2022;TDD;Alis Doogue;Delayed;Business;On Time
UpWjjx;Jeniece;Cunniff;Female;47;Chile;Siassi Airport;PG;Papua New Guinea;OC;Oceania;1/24/2022;SSS;Jeniece Cunniff;Cancelled;Business;On Time
crf2XI;Ruby;Betteriss;Male;36;Nepal;Okayama Airport;JP;Japan;AS;Asia;2/12/2022;OKJ;Ruby Betteriss;Cancelled;Business;On Time
LK8Z51;Benito;Mizzi;Male;87;Brazil;Zunyi Xinzhou Airport;CN;China;AS;Asia;12/21/2022;ZYI;Benito Mizzi;Cancelled;Business;On Time
n7P2fY;Kikelia;Ghilks;Female;30;France;Petropavlosk South Airport;KZ;Kazakhstan;AS;Asia;1/2/2022;PPK;Kikelia Ghilks;Cancelled;Business;On Time
Wb6dD1;Gunilla;Gristhwaite;Female;14;Dominican Republic;Lanai Airport;US;United States;NAM;North America;3/18/2022;LNY;Gunilla Gristhwaite;On Time;Business;On Time
Khc6WD;Stephenie;Lillecrop;Female;45;France;Webster City Municipal Airport;US;United States;NAM;North America;1/9/2022;EBS;Stephenie Lillecrop;Delayed;Business;On Time
qjxDmo;Nikki;Robjant;Female;43;China;Port of Poulsbo Marina Moorage Seaplane Base;US;United States;NAM;North America;10/22/2022;PUL;Nikki Robjant;Delayed;Business;On Time
UFMWck;Wolfgang;Brendish;Male;8;China;Barreiras Airport;BR;Brazil;SAM;South America;2/11/2022;BRA;Wolfgang Brendish;On Time;Business;On Time
aeGCVg;Lilla;Hamblen;Female;8;China;B?blingen Flugfeld;DE;Germany;EU;Europe;12/21/2022;PHM;Lilla Hamblen;Cancelled;Business;On Time
